Код заявки,Дата выдачи,Возраст,Заемщик.Пол,СемейноеПоложение,Иждивенцы,Образование,Вид деятельности,Стаж,Стаж общий,Белый доход,"Месячный доход, руб.","Сумма кредита, тыс. руб.","Месячный платеж, руб.",Просрочек свыше 60 дн.
800,12/30/2005,32,М,Женат (замужем),0,Среднее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,17724,187,7177,0
801,12/30/2005,32,М,Женат (замужем),1-2,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,да,17296,134,4365,0
802,12/30/2005,34,М,Женат (замужем),1-2,Среднее,Наемный работник,От 3 до 5 лет,От 3 до 5 лет,нет,11265,102,3364,0
803,12/30/2005,41,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,нет,25417,136,3714,0
804,12/30/2005,46,Ж,Женат (замужем),0,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,7453,164,3645,0
805,12/30/2005,32,М,Холост (незамужем),0,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,19909,187,6174,0
806,12/30/2005,27,Ж,Женат (замужем),1-2,Высшее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,да,7821,162,3737,0
807,12/31/2005,43,Ж,Другое,0,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,11659,161,5472,0
808,12/31/2005,35,Ж,Другое,1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,9749,117,3879,0
809,12/31/2005,54,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,19215,290,6324,0
810,12/31/2005,34,М,Другое,1-2,Среднее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,нет,17939,104,3422,0
811,12/31/2005,26,Ж,Холост (незамужем),0,Среднее,Наемный работник,менее 1 года,От 1 до 3 лет,да,8584,120,4049,1
812,12/31/2005,27,Ж,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,От 3 до 5 лет,нет,18341,151,3218,0
813,12/31/2005,34,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,21622,283,7572,0
814,12/31/2005,26,М,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,От 3 до 5 лет,да,11753,257,5723,0
815,12/31/2005,48,Ж,Другое,0,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,28827,158,5486,0
816,1/1/2006,23,М,Холост (незамужем),0,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,нет,15994,163,5490,0
817,1/1/2006,24,Ж,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,От 3 до 5 лет,да,6896,106,2298,0
818,1/1/2006,43,М,Женат (замужем),1-2,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,нет,25589,146,5051,0
819,1/1/2006,24,М,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,нет,11274,130,4396,1
820,1/1/2006,33,М,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,19189,124,2695,0
821,1/2/2006,29,М,Холост (незамужем),0,Высшее,Наемный работник,От 1 до 3 лет,От 3 до 5 лет,нет,23558,191,6322,0
822,1/2/2006,37,М,Женат (замужем),0,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,нет,12182,145,4820,1
823,1/3/2006,30,М,Женат (замужем),1-2,Среднее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,12182,163,3625,0
824,1/3/2006,25,М,Женат (замужем),1-2,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,нет,32399,171,3773,1
825,1/3/2006,24,Ж,Другое,0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,16671,162,3565,0
826,1/3/2006,21,Ж,Холост (незамужем),0,Среднее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,нет,15060,172,3824,0
827,1/3/2006,39,М,Женат (замужем),1-2,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,да,11154,164,3787,0
828,1/3/2006,42,М,Женат (замужем),3 и более,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,4806,103,2289,0
829,1/3/2006,39,М,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,20911,111,3760,0
830,1/7/2006,32,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,12773,111,2424,0
831,1/7/2006,39,М,Другое,0,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,15120,107,3632,0
832,1/7/2006,25,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,да,10289,167,3857,0
833,1/7/2006,45,Ж,Холост (незамужем),0,Высшее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,нет,18658,101,3443,0
834,1/7/2006,25,Ж,Холост (незамужем),0,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,нет,9620,80,1830,0
835,1/8/2006,47,Ж,Другое,1-2,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,16174,256,6038,1
836,1/8/2006,28,М,Холост (незамужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,22445,224,7300,0
837,1/8/2006,41,Ж,Женат (замужем),1-2,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,нет,9620,107,3490,0
838,1/8/2006,22,Ж,Холост (незамужем),0,Высшее,Наемный работник,От 3 до 5 лет,От 3 до 5 лет,нет,10263,183,4031,0
839,1/8/2006,36,М,Женат (замужем),1-2,Среднее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,нет,19232,138,4550,0
840,1/8/2006,27,М,Женат (замужем),0,Высшее,Собственное дело,менее 1 года,Свыше 5 лет,нет,34626,182,6016,0
841,1/8/2006,39,Ж,Женат (замужем),1-2,Среднее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,20457,135,4449,0
842,1/8/2006,44,М,Другое,1-2,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,13852,186,3948,0
843,1/9/2006,35,М,Женат (замужем),1-2,Высшее,Собственное дело,От 1 до 3 лет,Свыше 5 лет,нет,13792,99,3257,0
844,1/9/2006,27,Ж,Холост (незамужем),1-2,Высшее,Собственное дело,менее 1 года,От 1 до 3 лет,да,33684,257,8496,0
845,1/9/2006,30,М,Холост (незамужем),0,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,20877,136,3530,0
846,1/9/2006,41,Ж,Другое,1-2,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,да,13715,148,3250,1
847,1/10/2006,26,Ж,Холост (незамужем),0,Высшее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,да,24706,175,5736,0
848,1/10/2006,29,Ж,Женат (замужем),1-2,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,нет,23104,211,4651,0
849,1/10/2006,44,Ж,Холост (незамужем),0,Высшее,Наемный работник,менее 1 года,Менее 1 года,нет,8018,92,3030,1
850,1/10/2006,50,М,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,46885,296,14177,0
851,1/10/2006,31,М,Женат (замужем),1-2,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,нет,9946,113,3826,0
852,1/13/2006,27,Ж,Холост (незамужем),0,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,16534,123,4020,0
853,1/13/2006,30,М,Другое,1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,14401,102,3332,0
854,1/13/2006,29,Ж,Другое,1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,32039,223,7734,0
855,1/13/2006,25,М,Холост (незамужем),0,Высшее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,да,16876,173,3772,0
856,1/13/2006,37,Ж,Женат (замужем),1-2,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,19112,154,5098,1
857,1/14/2006,37,М,Холост (незамужем),0,Высшее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,да,24329,194,4372,0
858,1/14/2006,41,М,Женат (замужем),1-2,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,нет,45618,180,5958,0
859,1/14/2006,36,Ж,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,32185,214,6980,0
860,1/14/2006,37,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,17707,219,4876,0
861,1/14/2006,57,М,Другое,0,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,17382,143,6845,0
862,1/14/2006,39,М,Женат (замужем),1-2,Среднее,Собственное дело,От 1 до 3 лет,Свыше 5 лет,нет,19601,161,3587,0
863,1/14/2006,38,М,Другое,1-2,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,да,19189,225,7435,1
864,1/15/2006,35,М,Холост (незамужем),1-2,Среднее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,нет,24107,133,4348,0
865,1/15/2006,24,Ж,Женат (замужем),1-2,Среднее,Наемный работник,От 3 до 5 лет,От 3 до 5 лет,да,2536,94,2099,0
866,1/15/2006,27,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,От 3 до 5 лет,да,11891,96,3119,0
867,1/15/2006,32,М,Женат (замужем),0,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,24432,235,5183,0
868,1/15/2006,36,М,Женат (замужем),1-2,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,да,11274,133,4434,0
869,1/15/2006,25,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,нет,12190,133,4611,0
870,1/16/2006,28,М,Холост (незамужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,27765,207,9948,0
871,1/16/2006,25,Ж,Холост (незамужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,24107,154,3511,1
872,1/16/2006,49,М,Женат (замужем),1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,15334,218,4648,0
873,1/16/2006,52,Ж,Женат (замужем),0,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,да,13424,184,4240,0
874,1/16/2006,27,М,Женат (замужем),1-2,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,да,11248,128,4462,0
875,1/16/2006,33,Ж,Другое,1-2,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,да,19284,119,2640,0
876,1/16/2006,33,Ж,Другое,1-2,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,да,11248,134,2925,0
877,1/16/2006,30,М,Другое,0,Высшее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,да,12533,148,3159,0
878,1/16/2006,39,М,Холост (незамужем),0,Высшее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,да,14461,262,5759,1
879,1/16/2006,26,Ж,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,От 3 до 5 лет,нет,10289,127,3335,0
880,1/17/2006,34,М,Женат (замужем),1-2,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,нет,9689,149,3173,0
881,1/17/2006,23,М,Холост (незамужем),0,Среднее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,нет,9638,101,2201,0
882,1/17/2006,25,М,Холост (незамужем),0,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,нет,24107,291,6414,0
883,1/17/2006,32,М,Другое,1-2,Высшее,Собственное дело,От 1 до 3 лет,От 1 до 3 лет,да,14872,184,4241,0
884,1/20/2006,21,Ж,Холост (незамужем),0,Среднее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,нет,7821,77,1724,0
885,1/20/2006,44,М,Женат (замужем),1-2,Среднее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,16165,128,4234,0
886,1/20/2006,39,Ж,Женат (замужем),1-2,Среднее,Собственное дело,Свыше 5 лет,Свыше 5 лет,да,12944,113,3685,0
887,1/20/2006,29,М,Другое,0,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,да,21768,155,3302,0
888,1/20/2006,23,М,Холост (незамужем),0,Среднее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,да,15172,171,3773,0
889,1/20/2006,47,М,Женат (замужем),1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,6228,104,2294,0
890,1/21/2006,44,М,Другое,1-2,Высшее,Наемный работник,От 3 до 5 лет,От 3 до 5 лет,да,26051,143,3147,0
891,1/21/2006,35,М,Женат (замужем),1-2,Среднее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,12859,111,3660,0
892,1/21/2006,42,М,Женат (замужем),3 и более,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,5440,91,2157,0
893,1/22/2006,28,М,Женат (замужем),0,Среднее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,нет,10289,119,4063,1
894,1/22/2006,42,М,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,28930,193,6372,0
895,1/22/2006,38,М,Холост (незамужем),0,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,нет,14144,191,4161,0
896,1/23/2006,40,М,Женат (замужем),1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,16097,212,4509,0
897,1/23/2006,43,М,Другое,0,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,да,23824,287,9346,0
898,1/23/2006,34,Ж,Женат (замужем),1-2,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,нет,18024,147,3226,0
899,1/24/2006,36,М,Женат (замужем),1-2,Высшее,Собственное дело,От 1 до 3 лет,Свыше 5 лет,да,12807,151,3393,1
900,1/24/2006,45,М,Женат (замужем),0,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,да,12259,138,4554,0
901,1/24/2006,27,М,Холост (незамужем),0,Среднее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,8747,144,3130,0
902,1/24/2006,38,Ж,Женат (замужем),0,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,20089,141,4840,0
903,1/24/2006,23,М,Холост (незамужем),0,Среднее,Наемный работник,От 1 до 3 лет,От 3 до 5 лет,да,21117,202,4452,0
904,1/27/2006,32,М,Другое,0,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,да,12919,197,4537,0
905,1/27/2006,30,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,15686,162,4024,1
906,1/27/2006,39,М,Женат (замужем),1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,5980,66,2179,0
907,1/28/2006,34,М,Женат (замужем),1-2,Среднее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,8455,127,2702,1
908,1/28/2006,45,Ж,Холост (незамужем),1-2,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,8772,128,3284,0
909,1/28/2006,50,М,Женат (замужем),0,Среднее,Собственное дело,От 1 до 3 лет,Свыше 5 лет,нет,19498,229,4982,0
910,1/28/2006,27,М,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,22744,236,5197,1
911,1/28/2006,27,Ж,Женат (замужем),1-2,Высшее,Наемный работник,менее 1 года,От 3 до 5 лет,нет,11368,59,2909,1
912,1/28/2006,46,М,Женат (замужем),0,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,6125,111,2414,0
913,1/29/2006,34,М,Другое,1-2,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,нет,34464,240,5412,1
914,1/29/2006,34,М,Женат (замужем),1-2,Среднее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,нет,14632,118,2648,0
915,1/29/2006,28,М,Женат (замужем),1-2,Высшее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,нет,21648,147,7044,0
916,1/29/2006,35,М,Другое,1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,13467,146,4814,0
917,1/29/2006,29,М,Женат (замужем),1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,8130,167,3561,0
918,1/29/2006,27,М,Холост (незамужем),0,Высшее,Наемный работник,От 3 до 5 лет,От 3 до 5 лет,нет,13004,163,3625,0
919,1/30/2006,43,М,Женат (замужем),3 и более,Среднее,Собственное дело,менее 1 года,Свыше 5 лет,нет,23704,232,7670,0
920,1/30/2006,25,М,Холост (незамужем),0,Высшее,Наемный работник,менее 1 года,От 3 до 5 лет,да,12807,176,4933,0
921,1/30/2006,31,Ж,Женат (замужем),0,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,нет,10588,120,4164,0
922,1/30/2006,49,М,Женат (замужем),1-2,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,да,19892,257,5853,1
923,1/30/2006,35,М,Женат (замужем),1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,18230,168,3822,0
924,1/30/2006,24,Ж,Холост (незамужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,8113,92,2035,0
925,2/1/2006,40,М,Женат (замужем),1-2,Среднее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,нет,12379,226,4868,1
926,2/1/2006,23,Ж,Холост (незамужем),0,Высшее,Наемный работник,менее 1 года,От 3 до 5 лет,да,15309,112,2469,0
927,2/1/2006,28,Ж,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,3658,124,2752,0
928,2/1/2006,30,М,Женат (замужем),0,Высшее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,нет,24424,214,7080,0
929,2/1/2006,32,М,Холост (незамужем),1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,23344,248,8155,1
930,2/1/2006,29,М,Холост (незамужем),0,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,8789,141,3222,0
931,2/1/2006,43,М,Другое,1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,9766,171,3843,0
932,2/1/2006,34,Ж,Другое,1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,9766,148,3515,0
933,2/1/2006,41,М,Женат (замужем),1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,7650,120,2762,0
934,2/4/2006,39,М,Женат (замужем),1-2,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,нет,8001,128,2914,1
935,2/4/2006,46,М,Женат (замужем),0,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,21896,215,7103,0
936,2/4/2006,45,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,14983,164,4189,0
937,2/4/2006,31,Ж,Холост (незамужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,19206,195,6394,0
938,2/4/2006,32,Ж,Холост (незамужем),0,Высшее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,нет,13236,81,1727,0
939,2/4/2006,32,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,15034,90,2073,0
940,2/4/2006,24,Ж,Другое,1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,26848,253,5382,1
941,2/5/2006,22,Ж,Холост (незамужем),0,Высшее,Наемный работник,менее 1 года,От 1 до 3 лет,нет,13073,133,2932,0
942,2/5/2006,35,М,Женат (замужем),0,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,18307,193,4336,0
943,2/5/2006,28,Ж,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,12096,87,1936,0
944,2/5/2006,34,М,Женат (замужем),1-2,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,нет,28767,293,10389,0
945,2/5/2006,44,Ж,Холост (незамужем),0,Среднее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,16345,196,4277,1
946,2/5/2006,27,М,Женат (замужем),1-2,Высшее,Наемный работник,менее 1 года,Менее 1 года,нет,22642,118,3900,0
947,2/5/2006,32,М,Холост (незамужем),0,Высшее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,нет,35963,209,6861,0
948,2/5/2006,28,М,Женат (замужем),0,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,9149,65,2125,0
949,2/6/2006,28,М,Холост (незамужем),0,Высшее,Наемный работник,От 1 до 3 лет,От 3 до 5 лет,нет,15608,166,5483,1
950,2/6/2006,23,М,Холост (незамужем),0,Среднее,Наемный работник,От 1 до 3 лет,От 3 до 5 лет,да,7830,133,3057,0
951,2/6/2006,53,М,Женат (замужем),0,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,16619,227,4933,0
952,2/6/2006,46,М,Женат (замужем),1-2,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,12713,174,3822,0
953,2/6/2006,27,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,12105,137,4478,0
954,2/6/2006,28,Ж,Холост (незамужем),0,Высшее,Наемный работник,От 1 до 3 лет,От 3 до 5 лет,да,13578,248,5406,0
955,2/6/2006,32,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,21262,206,4579,0
956,2/7/2006,23,Ж,Холост (незамужем),0,Высшее,Наемный работник,От 1 до 3 лет,От 3 до 5 лет,да,19806,132,2807,0
957,2/7/2006,32,М,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,42525,241,8036,0
958,2/7/2006,27,М,Холост (незамужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,19626,163,5304,0
959,2/7/2006,26,Ж,Холост (незамужем),0,Высшее,Наемный работник,менее 1 года,Менее 1 года,нет,11445,145,3376,0
960,2/7/2006,55,М,Женат (замужем),0,Среднее,Собственное дело,От 3 до 5 лет,От 3 до 5 лет,нет,32708,270,8920,0
961,2/7/2006,41,М,Холост (незамужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,10991,144,3431,0
962,2/7/2006,42,Ж,Женат (замужем),0,Высшее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,да,10914,123,4078,0
963,2/7/2006,31,М,Женат (замужем),1-2,Среднее,Собственное дело,Свыше 5 лет,Свыше 5 лет,нет,14718,244,5817,0
964,2/7/2006,34,М,Другое,1-2,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,да,13244,124,2722,0
965,2/7/2006,26,М,Холост (незамужем),0,Высшее,Наемный работник,менее 1 года,От 3 до 5 лет,да,18941,137,4417,0
966,2/8/2006,43,Ж,Другое,1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,15703,244,5185,0
967,2/8/2006,41,М,Другое,1-2,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,нет,16217,148,3374,0
968,2/8/2006,34,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,18615,147,7161,0
969,2/8/2006,35,М,Холост (незамужем),0,Высшее,Наемный работник,От 3 до 5 лет,От 3 до 5 лет,нет,10794,146,3279,0
970,2/8/2006,38,М,Другое,1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,7847,99,2621,0
971,2/8/2006,35,Ж,Холост (незамужем),0,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,15446,140,4609,1
972,2/8/2006,44,М,Женат (замужем),1-2,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,15686,154,5097,0
973,2/11/2006,22,Ж,Холост (незамужем),0,Высшее,Наемный работник,От 1 до 3 лет,От 3 до 5 лет,да,13895,154,4050,0
974,2/11/2006,39,Ж,Другое,1-2,Среднее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,10314,128,2730,1
975,2/11/2006,35,М,Женат (замужем),1-2,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,27336,199,6733,1
976,2/11/2006,26,М,Холост (незамужем),0,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,да,7196,114,2510,0
977,2/11/2006,32,М,Другое,1-2,Среднее,Собственное дело,менее 1 года,Свыше 5 лет,да,21202,164,5680,1
978,2/11/2006,33,Ж,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,14846,164,5421,0
979,2/11/2006,37,М,Женат (замужем),1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,9920,120,3968,0
980,2/12/2006,38,Ж,Женат (замужем),1-2,Высшее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,да,9980,108,3507,0
981,2/12/2006,25,М,Холост (незамужем),0,Высшее,Наемный работник,менее 1 года,От 3 до 5 лет,да,11591,174,3710,0
982,2/12/2006,46,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,17099,136,4426,0
983,2/12/2006,52,М,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,18461,261,5683,0
984,2/12/2006,39,М,Женат (замужем),1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,9775,76,2478,0
985,2/13/2006,35,Ж,Женат (замужем),1-2,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,нет,5868,118,2622,0
986,2/13/2006,41,М,Женат (замужем),1-2,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,9132,144,3177,0
987,2/13/2006,31,М,Женат (замужем),0,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,нет,25117,242,8228,0
988,2/13/2006,48,Ж,Женат (замужем),1-2,Среднее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,14272,171,5664,0
989,2/13/2006,24,Ж,Холост (незамужем),0,Высшее,Наемный работник,От 3 до 5 лет,От 3 до 5 лет,да,13047,132,4367,0
990,2/14/2006,52,Ж,Женат (замужем),0,Среднее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,14692,126,4124,0
991,2/14/2006,29,М,Женат (замужем),1-2,Высшее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,да,22042,120,2641,0
992,2/14/2006,27,М,Холост (незамужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,27182,251,5645,0
993,2/14/2006,21,Ж,Холост (незамужем),0,Среднее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,да,16191,104,3455,0
994,2/14/2006,49,М,Женат (замужем),0,Среднее,Собственное дело,От 1 до 3 лет,Свыше 5 лет,нет,31345,257,5595,0
995,2/14/2006,32,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,13064,242,5093,0
996,2/15/2006,37,М,Женат (замужем),1-2,Среднее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,48924,262,8656,0
997,2/15/2006,40,М,Женат (замужем),1-2,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,4823,69,1458,0
998,2/15/2006,28,М,Холост (незамужем),0,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,16311,157,5121,0
999,2/15/2006,41,Ж,Женат (замужем),1-2,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,17613,179,3812,0
1000,2/15/2006,47,М,Женат (замужем),0,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,24466,170,5768,0
